contestId,index,rating,tags
1142,B,2000,"['data structures', 'dfs and similar', 'dp', 'math', 'trees']"
1140,E,2200,"['combinatorics', 'divide and conquer', 'dp']"
1140,C,1600,"['brute force', 'data structures', 'sortings']"
1140,B,1200,"['implementation', 'strings']"
1140,D,1200,"['dp', 'greedy', 'math']"
1140,A,1000,['implementation']
1139,D,2300,"['dp', 'math', 'number theory', 'probabilities']"
1139,C,1500,"['dfs and similar', 'dsu', 'graphs', 'math', 'trees']"
1139,B,1000,"['greedy', 'implementation']"
1139,A,800,"['implementation', 'strings']"
1136,D,1800,['greedy']
1136,C,1500,"['constructive algorithms', 'sortings']"
1136,B,1000,"['constructive algorithms', 'math']"
1136,A,800,['implementation']
1137,B,1600,"['greedy', 'hashing', 'strings']"
1137,A,1600,"['implementation', 'sortings']"
1132,D,2300,"['binary search', 'greedy']"
1132,E,2300,"['dfs and similar', 'dp', 'greedy']"
1132,C,1700,['brute force']
1132,B,900,"['greedy', 'sortings']"
1132,A,1100,"['greedy', 'implementation']"
1120,C,2100,"['dp', 'strings']"
1129,B,2000,['constructive algorithms']
1129,A1,1700,"['brute force', 'greedy']"
1129,A2,1800,"['brute force', 'greedy']"
1131,D,2000,"['dfs and similar', 'dp', 'dsu', 'graphs', 'greedy']"
1131,F,1700,"['constructive algorithms', 'dsu']"
1131,B,1400,"['greedy', 'implementation']"
1131,C,1200,"['binary search', 'greedy', 'sortings']"
1131,A,800,['math']
1117,G,2500,['data structures']
1117,C,1900,['binary search']
1117,B,1000,"['greedy', 'math', 'sortings']"
1117,A,1100,"['implementation', 'math']"
1113,D,1800,"['brute force', 'constructive algorithms', 'strings']"
1113,A,900,"['dp', 'greedy', 'math']"
1113,B,1300,"['greedy', 'number theory']"
1113,C,1600,[]
1114,F,2400,"['bitmasks', 'data structures', 'divide and conquer', 'math', 'number theory']"
1114,C,1700,"['brute force', 'implementation', 'math', 'number theory']"
1114,B,1500,"['constructive algorithms', 'greedy', 'sortings']"
1114,A,800,"['brute force', 'greedy', 'implementation']"
1110,C,1500,"['constructive algorithms', 'math', 'number theory']"
1110,B,1400,"['greedy', 'sortings']"
1110,A,900,['math']
1111,C,1700,"['binary search', 'brute force', 'divide and conquer', 'math']"
1111,B,1700,"['brute force', 'implementation', 'math']"
1111,A,1000,"['implementation', 'strings']"
1104,D,2000,"['binary search', 'interactive', 'math']"
1104,C,1400,"['constructive algorithms', 'implementation']"
1104,B,1200,"['data structures', 'implementation', 'math']"
1104,A,800,"['constructive algorithms', 'implementation', 'math']"
1105,E,2200,"['bitmasks', 'brute force', 'dp', 'meet-in-the-middle']"
1105,C,1500,"['combinatorics', 'dp', 'math']"
1105,B,1100,"['brute force', 'implementation', 'strings']"
1105,A,1100,"['brute force', 'implementation']"
1100,F,2500,"['data structures', 'divide and conquer', 'greedy', 'math']"
1100,C,1200,"['binary search', 'geometry', 'math']"
1100,B,1300,"['data structures', 'implementation']"
1100,A,1000,['implementation']
1101,C,1500,['sortings']
1101,B,1300,"['greedy', 'implementation']"
1101,A,1000,['math']
1099,D,1600,"['constructive algorithms', 'trees']"
1099,C,1200,"['constructive algorithms', 'implementation']"
1099,B,1100,"['binary search', 'constructive algorithms', 'math']"
1099,A,800,['implementation']
1097,C,1400,"['greedy', 'implementation']"
1097,B,1200,"['bitmasks', 'brute force', 'dp']"
1097,A,800,"['brute force', 'implementation']"
1091,D,1700,"['combinatorics', 'dp', 'math']"
1091,C,1400,"['math', 'number theory']"
1091,B,1200,"['brute force', 'constructive algorithms', 'greedy', 'implementation']"
1091,A,800,"['brute force', 'implementation', 'math']"
1086,B,1700,"['greedy', 'implementation', 'trees']"
1086,A,1600,"['greedy', 'implementation']"
1081,C,1500,"['combinatorics', 'dp', 'math']"
1081,D,1800,"['dsu', 'graphs', 'shortest paths', 'sortings']"
1081,B,1500,"['constructive algorithms', 'implementation']"
1081,A,800,"['constructive algorithms', 'math']"
1093,E,2400,['data structures']
1093,G,2300,"['bitmasks', 'data structures']"
1093,D,1700,"['dfs and similar', 'graphs']"
1093,C,1300,['greedy']
1093,B,900,"['constructive algorithms', 'greedy', 'sortings', 'strings']"
1093,A,800,['math']
1088,D,2000,"['bitmasks', 'constructive algorithms', 'implementation', 'interactive']"
1088,C,1400,"['constructive algorithms', 'greedy', 'math']"
1088,B,1000,"['implementation', 'sortings']"
1088,A,800,"['brute force', 'constructive algorithms']"
1056,E,2100,"['brute force', 'data structures', 'hashing', 'strings']"
1056,C,1700,"['greedy', 'implementation', 'interactive', 'sortings']"
1056,D,1600,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'sortings', 'trees']"
1056,B,1600,"['math', 'number theory']"
1056,A,800,['implementation']
1080,C,1500,['implementation']
1080,B,900,['math']
1080,A,800,['math']
1061,D,2000,"['data structures', 'greedy', 'implementation', 'sortings']"
1061,C,1700,"['data structures', 'dp', 'implementation', 'math', 'number theory']"
1061,B,1400,"['greedy', 'implementation', 'sortings']"
1061,A,800,"['greedy', 'implementation', 'math']"
1078,B,2100,"['dp', 'math']"
1078,A,1900,"['geometry', 'implementation', 'math', 'shortest paths']"
1062,C,1600,"['greedy', 'implementation', 'math']"
1062,B,1500,"['greedy', 'math', 'number theory']"
1062,A,1300,"['greedy', 'implementation']"
1055,D,2400,"['greedy', 'implementation', 'strings']"
1055,C,1900,"['math', 'number theory']"
1055,B,1300,"['dsu', 'implementation']"
1055,A,900,['graphs']
1074,C,2100,"['brute force', 'dp', 'geometry']"
1074,A,1700,"['sortings', 'two pointers']"
1043,F,2500,"['bitmasks', 'combinatorics', 'dp', 'math', 'number theory', 'shortest paths']"
1043,E,1900,"['constructive algorithms', 'greedy', 'math', 'sortings']"
1043,D,1700,"['brute force', 'combinatorics', 'math', 'meet-in-the-middle', 'two pointers']"
1043,C,1500,"['constructive algorithms', 'greedy', 'implementation']"
1043,B,1200,['implementation']
1043,A,800,"['implementation', 'math']"
1073,C,1800,"['binary search', 'two pointers']"
1073,B,1000,"['implementation', 'math']"
1073,A,1000,"['implementation', 'strings']"
1067,B,1800,"['dfs and similar', 'graphs', 'shortest paths']"
1067,A,1900,['dp']
1071,D,2800,"['graphs', 'math']"
1071,A,1600,['greedy']
1054,D,1900,"['greedy', 'implementation']"
1054,C,1500,"['constructive algorithms', 'implementation']"
1054,B,1000,['implementation']
1054,A,800,['implementation']
1063,C,1900,"['binary search', 'constructive algorithms', 'geometry', 'interactive']"
1063,B,1800,"['graphs', 'shortest paths']"
1063,A,1300,"['constructive algorithms', 'strings']"
1057,C,2000,"['*special', 'dp']"
1057,A,900,"['*special', 'dfs and similar', 'trees']"
1057,B,1400,"['*special', 'brute force']"
1065,C,1600,['greedy']
1065,E,2300,"['combinatorics', 'strings']"
1065,B,1300,"['constructive algorithms', 'graphs']"
1065,A,800,"['implementation', 'math']"
1033,D,2000,"['interactive', 'math', 'number theory']"
1033,C,1600,"['brute force', 'dp', 'games']"
1033,B,1100,"['math', 'number theory']"
1033,A,1000,"['dfs and similar', 'graphs', 'implementation']"
1059,D,2200,"['binary search', 'geometry', 'ternary search']"
1059,E,2400,"['binary search', 'data structures', 'dp', 'greedy', 'trees']"
1059,B,1300,['implementation']
1059,C,1600,"['constructive algorithms', 'math']"
1059,A,1000,['implementation']
1053,B,2000,"['data structures', 'divide and conquer', 'dp']"
1053,A,1800,['geometry']
1034,A,1800,['number theory']
1051,F,2400,"['graphs', 'shortest paths', 'trees']"
1051,E,2600,"['binary search', 'data structures', 'dp', 'hashing', 'strings']"
1051,D,1700,"['bitmasks', 'dp']"
1051,C,1500,"['brute force', 'dp', 'greedy', 'implementation', 'math']"
1051,B,1000,"['greedy', 'math', 'number theory']"
1051,A,1200,"['greedy', 'implementation', 'strings']"
1042,C,1700,"['constructive algorithms', 'greedy', 'math']"
1042,E,2300,"['dp', 'math', 'probabilities']"
1042,D,1800,"['data structures', 'divide and conquer', 'two pointers']"
1042,B,1200,"['bitmasks', 'brute force', 'dp', 'implementation']"
1042,A,1100,"['binary search', 'implementation']"
1041,F,2500,"['data structures', 'divide and conquer', 'dp', 'math']"
1041,E,1900,"['constructive algorithms', 'data structures', 'graphs', 'greedy']"
1041,D,1700,"['binary search', 'data structures', 'two pointers']"
1041,C,1600,"['binary search', 'data structures', 'greedy', 'two pointers']"
1041,B,1000,['math']
1041,A,800,"['greedy', 'implementation', 'sortings']"
1036,B,1600,['math']
1036,F,2400,"['combinatorics', 'math', 'number theory']"
1036,C,1900,"['combinatorics', 'dp']"
1036,D,1600,"['greedy', 'two pointers']"
1036,A,1000,['math']
1038,C,1300,"['greedy', 'sortings']"
1038,D,1800,"['dp', 'greedy', 'implementation']"
1038,B,1100,"['constructive algorithms', 'math']"
1038,A,800,"['implementation', 'strings']"
1039,A,2300,"['constructive algorithms', 'data structures', 'greedy', 'math']"
1039,C,2200,"['dfs and similar', 'dsu', 'graphs', 'math', 'sortings']"
1037,E,2200,['graphs']
1037,D,1700,"['dfs and similar', 'graphs', 'shortest paths', 'trees']"
1037,C,1300,"['dp', 'greedy', 'strings']"
1037,B,1300,['greedy']
1037,A,1300,"['constructive algorithms', 'greedy', 'math']"
1028,G,3000,"['dp', 'interactive']"
1029,D,1900,"['implementation', 'math']"
1028,F,2900,['brute force']
1028,E,2400,['constructive algorithms']
1028,C,1600,"['geometry', 'implementation', 'sortings']"
1028,D,2100,"['combinatorics', 'data structures', 'greedy']"
1028,B,1200,"['constructive algorithms', 'math']"
1028,A,800,['implementation']
1025,C,1600,"['constructive algorithms', 'implementation']"
1025,B,1600,"['brute force', 'greedy', 'number theory']"
1025,A,900,"['implementation', 'sortings']"
1027,E,2100,"['combinatorics', 'dp', 'math']"
1027,D,1700,"['dfs and similar', 'graphs']"
1027,C,1600,['greedy']
1027,B,1200,"['implementation', 'math']"
1027,A,1000,"['implementation', 'strings']"
1023,D,1700,"['constructive algorithms', 'data structures']"
1023,C,1200,['greedy']
1023,B,1000,['math']
1023,A,1200,"['brute force', 'implementation', 'strings']"
101853,A,,[]
1019,D,2700,"['binary search', 'geometry', 'sortings']"
1019,A,1700,"['brute force', 'greedy']"
343,D,2100,"['data structures', 'dfs and similar', 'graphs', 'trees']"
1017,F,2500,"['brute force', 'math']"
1017,D,1900,"['bitmasks', 'brute force', 'data structures']"
1017,C,1600,"['constructive algorithms', 'greedy']"
1017,B,1200,"['implementation', 'math']"
1017,A,800,['implementation']
1012,C,1900,['dp']
1012,B,1900,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'matrices']"
1012,A,1500,"['brute force', 'implementation', 'math', 'sortings']"
1010,D,2000,"['dfs and similar', 'graphs', 'implementation', 'trees']"
1010,C,1800,['number theory']
1010,A,1500,"['binary search', 'math']"
997,B,2000,"['brute force', 'combinatorics', 'dp', 'greedy', 'math']"
997,A,1500,"['brute force', 'greedy', 'implementation', 'math']"
995,F,2700,"['combinatorics', 'dp', 'math', 'trees']"
995,B,1400,"['greedy', 'implementation', 'math']"
991,E,1800,"['brute force', 'combinatorics', 'math']"
992,E,2500,"['binary search', 'data structures']"
992,D,2100,"['brute force', 'implementation', 'math']"
992,C,1600,['math']
992,B,1600,"['math', 'number theory']"
992,A,800,"['implementation', 'sortings']"
993,E,2300,"['chinese remainder theorem', 'fft', 'math']"
993,C,2100,"['bitmasks', 'brute force', 'geometry']"
993,B,1900,"['bitmasks', 'brute force']"
993,A,1600,"['geometry', 'implementation']"
989,C,1800,"['constructive algorithms', 'graphs']"
989,B,1200,"['constructive algorithms', 'strings']"
989,A,900,"['implementation', 'strings']"
982,D,1900,"['brute force', 'data structures', 'dsu', 'trees']"
982,C,1500,"['dfs and similar', 'dp', 'graphs', 'greedy', 'trees']"
982,B,1300,"['data structures', 'greedy', 'implementation']"
982,A,1200,"['brute force', 'constructive algorithms']"
980,C,1700,"['games', 'greedy']"
980,D,2100,"['dp', 'math', 'number theory']"
980,B,1600,['constructive algorithms']
980,A,900,"['implementation', 'math']"
977,F,1700,['dp']
977,E,1500,"['dfs and similar', 'dsu', 'graphs']"
977,D,1400,"['dfs and similar', 'math', 'sortings']"
977,C,1200,['sortings']
977,B,900,"['implementation', 'strings']"
977,A,800,['implementation']
975,D,2000,"['geometry', 'math']"
975,C,1400,['binary search']
975,B,1100,"['brute force', 'implementation']"
975,A,900,"['implementation', 'strings']"
966,B,1700,"['binary search', 'data structures', 'greedy', 'two pointers']"
966,A,1600,"['binary search', 'data structures', 'greedy']"
963,A,1800,"['math', 'number theory']"
963,B,2000,"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']"
960,D,2100,"['brute force', 'implementation', 'trees']"
960,F,2100,"['data structures', 'dp', 'graphs']"
960,C,1700,"['bitmasks', 'constructive algorithms', 'greedy', 'implementation']"
960,B,1500,"['data structures', 'greedy', 'sortings']"
960,A,1200,['implementation']
956,C,1700,"['data structures', 'dp', 'greedy', 'implementation']"
956,B,1600,"['binary search', 'greedy', 'two pointers']"
956,A,1300,"['greedy', 'implementation']"
947,C,1800,"['data structures', 'greedy', 'strings', 'trees']"
947,B,1600,"['binary search', 'data structures', 'implementation']"
947,A,1700,"['brute force', 'math', 'number theory']"
949,C,1900,"['dfs and similar', 'graphs']"
949,B,1700,"['constructive algorithms', 'math']"
949,A,1600,['greedy']
930,C,1900,"['data structures', 'dp']"
930,B,1600,"['implementation', 'probabilities', 'strings']"
930,A,1500,"['dfs and similar', 'graphs', 'trees']"
936,B,2100,"['dfs and similar', 'dp', 'games', 'graphs']"
936,A,1700,"['binary search', 'implementation', 'math']"
935,D,1900,"['math', 'probabilities']"
935,A,800,"['brute force', 'implementation']"
932,E,2400,"['combinatorics', 'dp', 'math']"
932,C,1600,"['brute force', 'constructive algorithms']"
932,B,1300,"['binary search', 'data structures', 'dfs and similar']"
932,A,800,['constructive algorithms']
933,B,2000,['math']
933,A,1800,['dp']
922,A,1300,['implementation']
922,D,1800,"['greedy', 'sortings']"
922,C,1600,"['brute force', 'number theory']"
922,B,1300,['brute force']
920,G,2200,"['binary search', 'bitmasks', 'brute force', 'combinatorics', 'math', 'number theory']"
920,E,2100,"['data structures', 'dfs and similar', 'dsu', 'graphs']"
920,F,2000,"['brute force', 'data structures', 'dsu', 'number theory']"
920,C,1400,"['dfs and similar', 'greedy', 'math', 'sortings', 'two pointers']"
920,B,1200,['implementation']
920,A,1000,['implementation']
917,A,1800,"['dp', 'greedy', 'implementation', 'math']"
918,C,1800,"['data structures', 'dp', 'greedy', 'implementation', 'math']"
918,D,1700,"['dfs and similar', 'dp', 'games', 'graphs']"
918,B,900,"['implementation', 'strings']"
918,A,800,"['brute force', 'implementation']"
914,C,1800,"['brute force', 'combinatorics', 'dp']"
914,A,900,"['brute force', 'implementation', 'math']"
914,D,1900,"['data structures', 'number theory']"
914,B,1200,"['games', 'greedy', 'implementation']"
916,D,2200,"['data structures', 'interactive', 'trees']"
916,C,1600,"['constructive algorithms', 'graphs', 'shortest paths']"
916,B,2000,"['bitmasks', 'greedy', 'math']"
916,A,900,"['brute force', 'implementation', 'math']"
915,B,1300,['implementation']
915,A,900,['implementation']
915,G,2300,"['math', 'number theory']"
913,D,1800,"['binary search', 'brute force', 'data structures', 'greedy', 'sortings']"
913,C,1600,"['bitmasks', 'dp', 'greedy']"
913,B,1200,"['implementation', 'trees']"
913,A,900,"['implementation', 'math']"
912,B,1300,"['bitmasks', 'constructive algorithms', 'number theory']"
912,A,800,['implementation']
908,C,1500,"['brute force', 'geometry', 'implementation', 'math']"
908,B,1200,"['brute force', 'implementation']"
908,A,800,"['brute force', 'implementation']"
911,C,1400,"['brute force', 'constructive algorithms']"
911,B,1200,"['binary search', 'brute force', 'implementation']"
911,A,1100,['implementation']
909,E,1900,"['dfs and similar', 'dp', 'graphs', 'greedy']"
909,D,2100,"['data structures', 'greedy', 'implementation']"
909,C,1800,['dp']
909,B,1300,"['constructive algorithms', 'math']"
909,A,1000,"['brute force', 'greedy', 'sortings']"
906,C,2400,"['bitmasks', 'brute force', 'dp', 'graphs']"
906,A,1600,"['implementation', 'strings']"
899,D,1800,"['constructive algorithms', 'math']"
899,B,1200,['implementation']
899,F,2100,"['data structures', 'strings']"
899,C,1300,"['constructive algorithms', 'graphs', 'math']"
899,A,800,"['constructive algorithms', 'greedy', 'math']"
903,E,2200,"['brute force', 'hashing', 'implementation', 'strings']"
903,D,2200,"['data structures', 'math']"
903,B,1200,"['greedy', 'implementation']"
903,C,1200,['greedy']
903,A,900,"['greedy', 'implementation']"
900,C,1700,"['brute force', 'data structures', 'math']"
900,E,2100,"['data structures', 'dp', 'strings']"
900,D,2000,"['bitmasks', 'combinatorics', 'dp', 'math', 'number theory']"
900,B,1300,"['math', 'number theory']"
900,A,800,"['geometry', 'implementation']"
896,B,2000,"['binary search', 'constructive algorithms', 'games', 'greedy', 'interactive']"
896,A,1700,"['binary search', 'dfs and similar']"
895,D,2100,"['combinatorics', 'math', 'strings']"
895,C,2000,"['bitmasks', 'combinatorics', 'dp', 'math']"
895,B,1700,"['binary search', 'math', 'sortings', 'two pointers']"
895,A,1200,"['brute force', 'implementation']"
891,C,2300,"['data structures', 'dsu', 'graphs']"
891,B,2000,"['constructive algorithms', 'greedy']"
891,A,1500,"['brute force', 'dp', 'greedy', 'math', 'number theory']"
889,A,1300,"['greedy', 'implementation', 'trees']"
887,B,1300,"['brute force', 'implementation']"
887,A,1000,['implementation']
876,F,2200,"['binary search', 'combinatorics', 'data structures']"
876,E,2100,"['2-sat', 'dfs and similar', 'graphs', 'implementation']"
876,D,1500,"['dsu', 'implementation', 'sortings', 'trees', 'two pointers']"
876,B,1300,"['implementation', 'math', 'number theory']"
876,C,1200,"['brute force', 'math']"
876,A,900,['math']
867,C,1900,"['greedy', 'implementation', 'sortings', 'ternary search']"
867,B,1400,"['combinatorics', 'constructive algorithms', 'math']"
867,A,800,['implementation']
861,C,1500,"['brute force', 'implementation', 'strings']"
861,D,1600,"['brute force', 'data structures', 'implementation', 'strings']"
861,B,1500,"['brute force', 'implementation']"
861,A,1100,"['math', 'number theory']"
859,E,2100,"['combinatorics', 'dfs and similar', 'dsu', 'graphs', 'trees']"
859,C,1500,"['dp', 'games']"
859,B,1000,"['brute force', 'geometry', 'math']"
859,A,800,"['greedy', 'implementation']"
856,A,1600,"['brute force', 'constructive algorithms']"
846,C,1800,"['brute force', 'data structures', 'dp']"
846,D,1900,"['binary search', 'data structures']"
846,F,1800,"['data structures', 'math', 'probabilities', 'two pointers']"
846,B,1800,"['brute force', 'greedy']"
846,A,1500,"['brute force', 'implementation']"
843,A,1400,"['dfs and similar', 'dsu', 'implementation', 'math', 'sortings']"
839,B,1900,"['brute force', 'greedy', 'implementation']"
839,D,2200,"['combinatorics', 'dp', 'math', 'number theory']"
839,C,1500,"['dfs and similar', 'dp', 'graphs', 'probabilities', 'trees']"
839,A,900,['implementation']
833,A,1700,"['math', 'number theory']"
830,A,1800,"['binary search', 'brute force', 'dp', 'greedy', 'sortings']"
830,B,1600,"['data structures', 'implementation', 'sortings']"
812,C,1500,"['binary search', 'sortings']"
812,A,1200,['implementation']
811,D,2100,"['constructive algorithms', 'dfs and similar', 'graphs', 'interactive']"
811,C,1900,"['dp', 'implementation']"
811,B,1200,"['implementation', 'sortings']"
811,A,800,"['brute force', 'implementation']"
809,A,1500,"['implementation', 'math', 'sortings']"
794,C,1800,"['games', 'greedy', 'sortings']"
794,B,1200,"['geometry', 'math']"
794,A,800,"['brute force', 'implementation']"
806,C,2200,"['binary search', 'greedy']"
800,D,2700,"['combinatorics', 'dp']"
800,B,1800,['geometry']
800,A,1800,"['binary search', 'greedy']"
797,E,2000,"['brute force', 'data structures', 'dp']"
784,F,1900,"['*special', 'implementation']"
784,G,2000,['*special']
784,E,2000,"['*special', 'brute force', 'implementation']"
784,A,1700,['*special']
788,C,2300,"['dfs and similar', 'graphs', 'shortest paths']"
788,B,2100,"['combinatorics', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']"
788,A,1600,"['dp', 'two pointers']"
792,D,1900,"['bitmasks', 'trees']"
792,C,2000,"['dp', 'greedy', 'math', 'number theory']"
792,B,1300,['implementation']
792,A,1100,"['implementation', 'sortings']"
785,C,1600,"['binary search', 'math']"
785,B,1100,"['greedy', 'sortings']"
785,A,800,"['implementation', 'strings']"
777,B,1300,"['data structures', 'dp', 'greedy', 'sortings']"
777,A,1000,"['constructive algorithms', 'implementation', 'math']"
776,E,2100,"['math', 'number theory']"
776,D,2000,"['2-sat', 'dfs and similar', 'dsu', 'graphs']"
776,C,1800,"['binary search', 'brute force', 'data structures', 'implementation', 'math']"
776,B,1200,"['constructive algorithms', 'number theory']"
776,A,900,"['brute force', 'implementation', 'strings']"
766,A,1000,"['constructive algorithms', 'strings']"
766,E,2100,"['bitmasks', 'constructive algorithms', 'data structures', 'dfs and similar', 'dp', 'math', 'trees']"
766,C,1700,"['brute force', 'dp', 'greedy', 'strings']"
766,B,1000,"['constructive algorithms', 'geometry', 'greedy', 'math', 'number theory', 'sortings']"
761,E,2000,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']"
761,B,1300,"['brute force', 'implementation', 'math']"
761,D,1700,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'sortings']"
761,C,1500,"['brute force', 'dp', 'implementation']"
761,A,1000,"['brute force', 'constructive algorithms', 'implementation', 'math']"
758,B,1100,"['brute force', 'implementation', 'number theory']"
758,A,800,"['implementation', 'math']"
757,C,1900,"['data structures', 'hashing', 'sortings', 'strings']"
757,E,2500,"['brute force', 'combinatorics', 'dp', 'number theory']"
757,B,1400,"['greedy', 'math', 'number theory']"
757,A,1000,['implementation']
754,E,2600,"['bitmasks', 'brute force', 'fft', 'strings', 'trees']"
754,D,2100,"['binary search', 'data structures', 'greedy', 'sortings']"
750,C,1600,"['binary search', 'greedy', 'math']"
750,D,1900,"['brute force', 'data structures', 'dfs and similar', 'dp', 'implementation']"
750,B,1300,"['geometry', 'implementation']"
750,A,800,"['binary search', 'brute force', 'implementation', 'math']"
753,A,1000,"['dp', 'greedy', 'math']"
743,E,2200,"['binary search', 'bitmasks', 'brute force', 'dp']"
743,A,1200,"['constructive algorithms', 'greedy', 'implementation']"
743,D,1800,"['dfs and similar', 'dp', 'graphs', 'trees']"
743,C,1500,"['brute force', 'constructive algorithms', 'math', 'number theory']"
743,B,1200,"['binary search', 'bitmasks', 'constructive algorithms', 'implementation']"
741,B,1600,"['dfs and similar', 'dp', 'dsu']"
741,A,1600,"['dfs and similar', 'math']"
737,B,1700,"['constructive algorithms', 'greedy', 'implementation', 'math']"
737,C,1900,"['graphs', 'greedy']"
737,A,1700,['binary search']
734,D,1700,['implementation']
734,C,1600,"['binary search', 'dp', 'greedy', 'two pointers']"
734,B,800,"['brute force', 'greedy', 'implementation', 'math']"
734,A,800,"['implementation', 'strings']"
375,D,2400,"['data structures', 'dfs and similar', 'trees']"
246,E,2400,"['binary search', 'data structures', 'dfs and similar', 'dp', 'sortings']"
208,E,2100,"['binary search', 'data structures', 'dfs and similar', 'trees']"
600,E,2300,"['data structures', 'dfs and similar', 'dsu', 'trees']"
101150,A,,[]
733,D,1600,"['data structures', 'hashing']"
733,B,1100,['math']
733,A,1000,['implementation']
101138,C,,[]
101138,E,,[]
101138,B,,[]
100324,I,,[]
100324,D,,[]
730,H,1300,"['constructive algorithms', 'implementation']"
732,D,1700,"['binary search', 'greedy', 'sortings']"
732,E,2100,"['greedy', 'sortings']"
732,C,1200,"['binary search', 'constructive algorithms', 'greedy', 'implementation', 'math']"
732,B,1000,"['dp', 'greedy']"
732,A,800,"['brute force', 'constructive algorithms', 'implementation', 'math']"
731,E,2200,"['dp', 'games']"
731,F,1900,"['brute force', 'data structures', 'implementation', 'math', 'number theory']"
731,D,2200,"['brute force', 'data structures', 'greedy', 'sortings']"
731,C,1600,"['dfs and similar', 'dsu', 'graphs', 'greedy']"
731,B,1100,"['constructive algorithms', 'greedy']"
731,A,800,"['implementation', 'strings']"
727,F,2300,"['binary search', 'dp', 'greedy']"
727,D,1800,"['constructive algorithms', 'flows', 'greedy']"
727,B,1600,"['expression parsing', 'implementation', 'strings']"
727,C,1400,"['constructive algorithms', 'interactive', 'math']"
727,A,1000,"['brute force', 'dfs and similar', 'math']"
724,D,1900,"['data structures', 'greedy', 'strings']"
724,C,1800,"['greedy', 'hashing', 'implementation', 'math', 'number theory', 'sortings']"
724,B,1500,"['brute force', 'greedy', 'implementation', 'math']"
724,A,1000,['implementation']
101116,E,,[]
101116,I,,[]
101116,B,,[]
723,E,2200,"['constructive algorithms', 'dfs and similar', 'flows', 'graphs', 'greedy']"
723,C,1600,['greedy']
723,F,2300,"['dsu', 'graphs', 'greedy', 'implementation']"
723,D,1600,"['dfs and similar', 'dsu', 'graphs', 'greedy', 'implementation']"
723,B,1100,"['expression parsing', 'implementation', 'strings']"
723,A,800,"['implementation', 'math', 'sortings']"
722,B,1200,"['implementation', 'strings']"
722,E,2900,"['combinatorics', 'dp']"
722,D,1900,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'strings', 'trees']"
722,C,1600,"['data structures', 'dsu']"
722,A,1300,"['brute force', 'implementation']"
721,E,2700,"['binary search', 'dp']"
721,D,2000,"['constructive algorithms', 'data structures', 'greedy', 'math']"
721,C,1800,"['dp', 'graphs']"
721,A,800,['implementation']
721,B,1100,"['implementation', 'math', 'sortings', 'strings']"
101104,D,,[]
718,C,2300,"['data structures', 'math', 'matrices']"
718,A,1700,"['dp', 'implementation', 'math']"
715,B,2300,"['binary search', 'constructive algorithms', 'graphs', 'shortest paths']"
715,A,1600,"['constructive algorithms', 'math']"
100589,A,,[]
101090,K,,[]
101090,L,,[]
101090,H,,[]
101090,J,,[]
101090,G,,[]
713,C,2300,"['dp', 'sortings']"
717,G,2400,['flows']
713,B,2200,"['binary search', 'constructive algorithms', 'interactive']"
713,A,1400,"['data structures', 'implementation']"
717,E,1900,['dfs and similar']
717,D,1900,"['games', 'matrices', 'probabilities']"
717,C,1200,"['implementation', 'sortings']"
712,D,2200,"['combinatorics', 'dp', 'math']"
712,C,1600,"['greedy', 'math']"
712,B,1100,"['implementation', 'strings']"
712,A,800,"['implementation', 'math']"
101078,J,,[]
547,C,2300,"['bitmasks', 'combinatorics', 'dp', 'math', 'number theory']"
101078,I,,[]
101078,D,,[]
101078,L,,[]
101078,A,,[]
711,E,2300,"['math', 'number theory', 'probabilities']"
711,D,1900,"['combinatorics', 'dfs and similar', 'graphs', 'math']"
711,C,1700,['dp']
711,B,1400,"['constructive algorithms', 'implementation']"
711,A,800,"['brute force', 'implementation']"
708,B,1900,"['constructive algorithms', 'greedy', 'implementation', 'math']"
708,A,1200,"['constructive algorithms', 'greedy', 'implementation', 'strings']"
623,B,2300,"['dp', 'greedy', 'number theory']"
623,A,1800,"['constructive algorithms', 'graphs']"
710,C,1500,"['constructive algorithms', 'math']"
710,B,1400,"['brute force', 'sortings']"
710,A,800,['implementation']
707,C,1500,"['math', 'number theory']"
707,B,1300,['graphs']
707,A,800,['implementation']
277,E,2400,"['flows', 'trees']"
237,E,2000,"['flows', 'graphs']"
706,D,1800,"['binary search', 'bitmasks', 'data structures', 'trees']"
706,C,1600,"['dp', 'strings']"
706,B,1100,"['binary search', 'dp', 'implementation']"
706,A,900,"['brute force', 'geometry', 'implementation']"
705,C,1600,"['brute force', 'data structures', 'implementation']"
705,B,1100,"['games', 'math']"
705,A,800,['implementation']
703,B,1400,"['implementation', 'math']"
703,D,2100,['data structures']
703,A,800,['implementation']
397,E,,"['data structures', 'graphs', 'trees']"
397,D,,"['math', 'number theory']"
397,B,,"['constructive algorithms', 'implementation', 'math']"
397,C,,"['combinatorics', 'math', 'number theory']"
397,A,,['implementation']
